Store,Dept,Date,Predicted_Weekly_Sales
5,87,2013-06-28,8004.724
5,87,2013-07-05,8797.39
5,87,2013-07-12,8387.932
5,87,2013-07-19,8406.561
5,87,2013-07-26,8406.561
5,90,2012-11-02,3390.6326
5,90,2012-11-09,3957.8147
5,90,2012-11-16,3879.5342
5,90,2012-11-23,7348.1787
5,90,2012-11-30,7778.3516
5,90,2012-12-07,4255.0825
5,90,2012-12-14,4130.094
5,90,2012-12-21,5450.2183
5,90,2012-12-28,2379.481
5,90,2013-01-04,6165.7505
5,90,2013-01-11,4955.2944
5,90,2013-01-18,4099.156
5,90,2013-01-25,3893.0696
5,90,2013-02-01,3278.8325
5,90,2013-02-08,4330.8613
5,90,2013-02-15,4027.7646
5,90,2013-02-22,2914.5557
5,90,2013-03-01,3516.7734
5,90,2013-03-08,3711.0437
5,90,2013-03-15,3460.6746
5,90,2013-03-22,3332.4824
5,90,2013-03-29,4676.1064
5,90,2013-04-05,4196.5596
5,90,2013-04-12,3489.2036
5,90,2013-04-19,3665.3223
5,90,2013-04-26,3409.033
5,90,2013-05-03,10093.664
5,90,2013-05-10,10173.138
5,90,2013-05-17,9418.3955
5,90,2013-05-24,9487.877
5,90,2013-05-31,10313.519
5,90,2013-06-07,10032.176
5,90,2013-06-14,9487.877
5,90,2013-06-21,9502.253
5,90,2013-06-28,8968.861
5,90,2013-07-05,9801.727
5,90,2013-07-12,9605.516
5,90,2013-07-19,9624.144
5,90,2013-07-26,9181.232
5,91,2012-11-02,581.1305
5,91,2012-11-09,1350.2611
5,91,2012-11-16,1570.014
5,91,2012-11-23,4721.864
5,91,2012-11-30,5345.1787
5,91,2012-12-07,1644.2983
5,91,2012-12-14,1682.694
5,91,2012-12-21,1742.7981
5,91,2012-12-28,-925.31177
5,91,2013-01-04,4382.3984
5,91,2013-01-11,2093.7495
5,91,2013-01-18,1978.5068
5,91,2013-01-25,1251.1486
5,91,2013-02-01,1272.6458
5,91,2013-02-08,2668.554
5,91,2013-02-15,1475.7302
5,91,2013-02-22,1097.1357
5,91,2013-03-01,1389.5436
5,91,2013-03-08,1927.6914
5,91,2013-03-15,1581.454
5,91,2013-03-22,1419.1932
5,91,2013-03-29,2890.8767
5,91,2013-04-05,2317.3403
5,91,2013-04-12,1609.983
5,91,2013-04-19,1786.1019
5,91,2013-04-26,1628.3953
5,91,2013-05-03,7171.8027
5,91,2013-05-10,7416.3804
5,91,2013-05-17,6661.6357
5,91,2013-05-24,6829.7
5,91,2013-05-31,7489.9536
5,91,2013-06-07,7275.419
5,91,2013-06-14,6731.118
5,91,2013-06-21,6911.3193
5,91,2013-06-28,6110.8027
5,91,2013-07-05,7044.968
5,91,2013-07-12,6956.782
5,91,2013-07-19,6669.651
5,91,2013-07-26,6290.8257
5,92,2012-11-02,12008.95
5,92,2012-11-09,12630.393
5,92,2012-11-16,11444.236
5,92,2012-11-23,15113.151
5,92,2012-11-30,14565.987
5,92,2012-12-07,12852.607
5,92,2012-12-14,11577.863
5,92,2012-12-21,10962.823
5,92,2012-12-28,7903.408
5,92,2013-01-04,17029.645
5,92,2013-01-11,12240.5205
5,92,2013-01-18,10724.811
5,92,2013-01-25,10382.4375
5,92,2013-02-01,12047.799
5,92,2013-02-08,14295.076
5,92,2013-02-15,11525.911
5,92,2013-02-22,10065.099
5,92,2013-03-01,11158.908
5,92,2013-03-08,12048.023
5,92,2013-03-15,10789.619
5,92,2013-03-22,10929.858
5,92,2013-03-29,12013.583
5,92,2013-04-05,13754.903
5,92,2013-04-12,12346.945
5,92,2013-04-19,11546.046
5,92,2013-04-26,11477.351
5,92,2013-05-03,25339.92
5,92,2013-05-10,25041.832
5,92,2013-05-17,22151.322
5,92,2013-05-24,23912.484
5,92,2013-05-31,20644.213
5,92,2013-06-07,26267.742
5,92,2013-06-14,24528.498
5,92,2013-06-21,24721.047
5,92,2013-06-28,19600.791
5,92,2013-07-05,26037.293
5,92,2013-07-12,24776.264
5,92,2013-07-19,24973.066
5,92,2013-07-26,19706.752
5,94,2012-11-02,-993.32574
5,94,2012-11-09,-256.04724
5,94,2013-02-08,1407.0175
5,94,2013-02-15,701.8653
5,94,2013-03-29,1328.7021
5,94,2013-05-10,2719.37
5,94,2013-05-17,2663.549
5,94,2013-05-24,2311.364
5,94,2013-05-31,2024.4277
5,94,2013-06-07,2720.0667
5,94,2013-06-14,2311.364
5,94,2013-07-05,2489.6165
5,94,2013-07-19,2124.6697
5,94,2013-07-26,2108.4937
5,95,2012-11-02,17877.027
5,95,2012-11-09,19678.068
5,95,2012-11-16,18034.977
5,95,2012-11-23,19208.832
5,95,2012-11-30,19051.062
5,95,2012-12-07,19435.072
5,95,2012-12-14,18509.074
5,95,2012-12-21,18109.336
5,95,2012-12-28,15816.373
5,95,2013-01-04,19833.334
5,95,2013-01-11,19409.002
5,95,2013-01-18,18141.44
5,95,2013-01-25,17884.178
5,95,2013-02-01,19258.857
5,95,2013-02-08,20377.85
5,95,2013-02-15,19138.055
5,95,2013-02-22,18231.188
5,95,2013-03-01,19185.049
5,95,2013-03-08,19943.314
5,95,2013-03-15,18952.1
5,95,2013-03-22,19317.658
5,95,2013-03-29,18939.162
5,95,2013-04-05,20210.268
5,95,2013-04-12,19359.348
5,95,2013-04-19,19684.174
5,95,2013-04-26,18839.104
5,95,2013-05-03,19585.537
5,95,2013-05-10,19682.35
5,95,2013-05-17,19839.434
5,95,2013-05-24,20797.36
5,95,2013-05-31,19865.09
5,95,2013-06-07,22061.889
5,95,2013-06-14,20797.36
5,95,2013-06-21,20811.736
5,95,2013-06-28,20039.56
5,95,2013-07-05,21831.44
5,95,2013-07-12,19875.438
5,95,2013-07-19,19901.006
5,95,2013-07-26,19901.006
5,96,2012-11-02,4883.7817
5,96,2012-11-09,5857.6187
5,96,2012-11-16,5130.137
5,96,2012-11-23,6517.2363
5,96,2012-11-30,6444.8545
5,96,2012-12-07,5856.3374
5,96,2012-12-14,5269.9033
5,96,2012-12-21,5471.6943
5,96,2012-12-28,6286.6514
5,96,2013-01-04,6260.099
5,96,2013-01-11,5098.9663
5,96,2013-01-18,4718.6562
5,96,2013-01-25,4794.8184
5,96,2013-02-01,5640.359
5,96,2013-02-08,5802.145
5,96,2013-02-15,5029.1787
5,96,2013-02-22,4157.045
5,96,2013-03-01,5020.532
5,96,2013-03-08,5196.064
5,96,2013-03-15,5360.8076
5,96,2013-03-22,5255.8267
5,96,2013-03-29,5241.8477
5,96,2013-04-05,7543.9136
5,96,2013-04-12,7177.3735
5,96,2013-04-19,7387.1216
5,96,2013-04-26,6664.7095
5,96,2013-05-03,5195.4766
5,96,2013-05-10,5056.272
5,96,2013-05-17,4929.296
5,96,2013-05-24,4974.9546
5,96,2013-05-31,4918.795
5,96,2013-06-07,5617.429
5,96,2013-06-14,4974.9546
5,96,2013-06-21,4989.331
5,96,2013-06-28,5105.3994
5,96,2013-07-05,5600.224
5,96,2013-07-12,4682.728
5,96,2013-07-19,4498.451
5,96,2013-07-26,4498.451
5,97,2012-11-02,1070.1456
5,97,2012-11-09,1746.538
5,97,2012-11-16,1316.501
5,97,2012-11-23,2633.1409
5,97,2012-11-30,2355.6653
5,97,2012-12-07,1745.2563
5,97,2012-12-14,1871.4097
5,97,2012-12-21,1765.384
5,97,2012-12-28,-296.9459
5,97,2013-01-04,3067.9673
5,97,2013-01-11,1729.049
5,97,2013-01-18,1348.7389
5,97,2013-01-25,1117.0839
5,97,2013-02-01,1602.8368
5,97,2013-02-08,2194.87
5,97,2013-02-15,1601.4285
5,97,2013-02-22,658.8341
5,97,2013-03-01,1395.1864
5,97,2013-03-08,1768.3134
5,97,2013-03-15,1547.1742
5,97,2013-03-22,1074.2888
5,97,2013-03-29,1390.0173
5,97,2013-04-05,2841.1423
5,97,2013-04-12,2362.5127
5,97,2013-04-19,2170.1042
5,97,2013-04-26,1891.479
5,97,2013-05-03,2687.805
5,97,2013-05-10,2770.763
5,97,2013-05-17,2602.2244
5,97,2013-05-24,2240.168
5,97,2013-05-31,2212.9204
5,97,2013-06-07,2882.6414
5,97,2013-06-14,2240.168
5,97,2013-06-21,2254.544
5,97,2013-06-28,2165.5168
5,97,2013-07-05,2865.4373
5,97,2013-07-12,2355.6553
5,97,2013-07-19,2171.3787
5,97,2013-07-26,2171.3787
5,98,2012-12-21,-78.867004
5,98,2012-12-28,-1604.7201
5,98,2013-01-04,133.7474
5,98,2013-01-18,-434.5757
5,98,2013-02-08,229.21658
5,99,2012-11-23,539.4634
5,99,2012-12-21,-1111.5961
5,99,2012-12-28,-2865.0608
6,1,2012-11-02,32251.285
6,1,2012-11-09,19837.473
6,1,2012-11-16,22604.492
6,1,2012-11-23,23288.04
6,1,2012-11-30,35498.09
6,1,2012-12-07,31334.326
6,1,2012-12-14,50564.586
6,1,2012-12-21,60418.484
6,1,2012-12-28,28604.244
6,1,2013-01-04,20028.6
6,1,2013-01-11,21110.516
6,1,2013-01-18,20105.955
6,1,2013-01-25,20010.174
6,1,2013-02-01,26486.787
6,1,2013-02-08,31002.96
6,1,2013-02-15,34750.76
6,1,2013-02-22,28808.648
6,1,2013-03-01,23380.254
6,1,2013-03-08,26848.871
6,1,2013-03-15,26000.832
6,1,2013-03-22,30526.404
6,1,2013-03-29,32018.357
6,1,2013-04-05,42914.27
6,1,2013-04-12,33238.875
6,1,2013-04-19,24133.021
6,1,2013-04-26,25530.068
6,1,2013-05-03,22068.629
6,1,2013-05-10,21830.418
6,1,2013-05-17,21554.99
6,1,2013-05-24,21721.518
6,1,2013-05-31,22217.672
6,1,2013-06-07,21575.564
6,1,2013-06-14,21660.717
6,1,2013-06-21,21040.756
6,1,2013-06-28,21098.598
6,1,2013-07-05,22280.682
6,1,2013-07-12,20358.975
6,1,2013-07-19,21326.959
6,1,2013-07-26,21326.959
6,2,2012-11-02,52406.688
6,2,2012-11-09,51259.72
6,2,2012-11-16,51525.027
6,2,2012-11-23,51132.816
6,2,2012-11-30,55537.95
6,2,2012-12-07,53543.254
6,2,2012-12-14,61297.613
6,2,2012-12-21,75053.94
6,2,2012-12-28,50929.246
6,2,2013-01-04,51906.72
6,2,2013-01-11,52294.914
6,2,2013-01-18,50394.184
6,2,2013-01-25,49932.566
6,2,2013-02-01,55538.094
6,2,2013-02-08,56517.875
6,2,2013-02-15,56536.44
6,2,2013-02-22,52806.523
6,2,2013-03-01,54330.22
6,2,2013-03-08,54400.363
6,2,2013-03-15,52986.48
6,2,2013-03-22,54693.44
6,2,2013-03-29,53881.49
6,2,2013-04-05,55020.906
6,2,2013-04-12,52696.133
6,2,2013-04-19,51079.668
6,2,2013-04-26,51521.383
6,2,2013-05-03,53593.52
6,2,2013-05-10,53011.586
6,2,2013-05-17,52665.42
6,2,2013-05-24,54075.785
6,2,2013-05-31,54570.332
6,2,2013-06-07,56457.7
6,2,2013-06-14,55405.027
6,2,2013-06-21,55707.688
6,2,2013-06-28,55449.14
6,2,2013-07-05,56867.273
6,2,2013-07-12,55141.996
6,2,2013-07-19,54991.96
6,2,2013-07-26,54991.96
6,3,2012-11-02,12421.336
6,3,2012-11-09,12330.556
6,3,2012-11-16,11974.852
6,3,2012-11-23,16585.57
6,3,2012-11-30,19553.285
6,3,2012-12-07,19514.566
6,3,2012-12-14,19743.352
6,3,2012-12-21,23670.191
6,3,2012-12-28,10976.592
6,3,2013-01-04,16255.607
6,3,2013-01-11,17500.691
6,3,2013-01-18,16066.981
6,3,2013-01-25,15143.188
6,3,2013-02-01,15810.916
6,3,2013-02-08,16233.985
6,3,2013-02-15,16388.312
6,3,2013-02-22,15278.369
6,3,2013-03-01,15620.883
6,3,2013-03-08,15226.392
6,3,2013-03-15,13733.313
6,3,2013-03-22,14234.142
6,3,2013-03-29,14249.664
6,3,2013-04-05,16187.279
6,3,2013-04-12,15226.198
6,3,2013-04-19,13716.112
6,3,2013-04-26,14051.444
6,3,2013-05-03,14875.628
6,3,2013-05-10,14563.492
6,3,2013-05-17,15416.756
6,3,2013-05-24,14826.531
6,3,2013-05-31,15396.196
6,3,2013-06-07,15012.571
6,3,2013-06-14,15141.99
6,3,2013-06-21,14858.093
6,3,2013-06-28,13566.791
6,3,2013-07-05,16008.71
6,3,2013-07-12,20041.621
6,3,2013-07-19,27896.31
6,3,2013-07-26,33534.316
6,4,2012-11-02,34233.62
6,4,2012-11-09,34039.008
6,4,2012-11-16,33952.734
6,4,2012-11-23,38903.004
6,4,2012-11-30,40752.777
6,4,2012-12-07,40270.184
6,4,2012-12-14,42786.812
6,4,2012-12-21,46276.53
6,4,2012-12-28,37789.97
6,4,2013-01-04,38364.312
6,4,2013-01-11,36555.75
6,4,2013-01-18,35109.75
6,4,2013-01-25,34697.465
6,4,2013-02-01,36599.223
6,4,2013-02-08,37103.918
6,4,2013-02-15,36991.074
6,4,2013-02-22,35598.89
6,4,2013-03-01,36560.16
6,4,2013-03-08,36483.62
6,4,2013-03-15,35547.75
6,4,2013-03-22,36048.566
6,4,2013-03-29,36467.87
6,4,2013-04-05,36810.64
6,4,2013-04-12,35359.89
6,4,2013-04-19,34152.137
6,4,2013-04-26,34185.14
6,4,2013-05-03,36529.34
6,4,2013-05-10,36197.117
6,4,2013-05-17,35812.355
6,4,2013-05-24,36336.26
6,4,2013-05-31,37678.766
6,4,2013-06-07,37380.195
6,4,2013-06-14,36369.477
6,4,2013-06-21,36367.83
6,4,2013-06-28,37161.043
6,4,2013-07-05,38094.08
6,4,2013-07-12,36473.523
6,4,2013-07-19,36590.387
6,4,2013-07-26,36590.387
6,5,2012-11-02,30737.379
6,5,2012-11-09,34005.434
6,5,2012-11-16,34717.77
6,5,2012-11-23,127768.56
6,5,2012-11-30,72538.586
6,5,2012-12-07,51791.668
6,5,2012-12-14,79180.02
6,5,2012-12-21,101131.12
6,5,2012-12-28,48681.586
6,5,2013-01-04,32166.377
6,5,2013-01-11,30364.99
6,5,2013-01-18,29854.799
6,5,2013-01-25,27968.08
6,5,2013-02-01,32459.607
6,5,2013-02-08,34084.363
6,5,2013-02-15,34711.77
6,5,2013-02-22,33135.85
6,5,2013-03-01,33486.785
6,5,2013-03-08,33374.32
6,5,2013-03-15,32548.66
6,5,2013-03-22,32079.176
6,5,2013-03-29,30555.549
6,5,2013-04-05,32286.117
6,5,2013-04-12,30186.555
6,5,2013-04-19,28978.805
6,5,2013-04-26,28263.717
6,5,2013-05-03,29798.13
6,5,2013-05-10,29465.908
6,5,2013-05-17,29285.355
6,5,2013-05-24,29396.793
6,5,2013-05-31,28572.777
6,5,2013-06-07,29627.834
6,5,2013-06-14,29430.004
6,5,2013-06-21,29428.357
6,5,2013-06-28,28265.764
6,5,2013-07-05,30341.725
6,5,2013-07-12,28835.67
6,5,2013-07-19,28494.912
6,5,2013-07-26,28782.451
6,6,2012-11-02,6178.8433
6,6,2012-11-09,5570.244
6,6,2012-11-16,6880.982
6,6,2012-11-23,27015.549
6,6,2012-11-30,20958.895
6,6,2012-12-07,12041.043
6,6,2012-12-14,24711.732
6,6,2012-12-21,25789.182
6,6,2012-12-28,11319.701
6,6,2013-01-04,3987.7966
6,6,2013-01-11,4288.8267
6,6,2013-01-18,4040.0845
6,6,2013-01-25,3509.7366
6,6,2013-02-01,5104.5327
6,6,2013-02-08,7058.761
6,6,2013-02-15,7629.7524
6,6,2013-02-22,6974.389
6,6,2013-03-01,6122.7305
6,6,2013-03-08,7119.7285
6,6,2013-03-15,7207.2314
6,6,2013-03-22,7424.0684
6,6,2013-03-29,6850.6523
6,6,2013-04-05,8740.869
6,6,2013-04-12,8082.5796
6,6,2013-04-19,6930.3813
6,6,2013-04-26,6963.383
6,6,2013-05-03,8224.744
6,6,2013-05-10,7494.7017
6,6,2013-05-17,7577.3813
6,6,2013-05-24,7714.9204
6,6,2013-05-31,6603.3726
6,6,2013-06-07,7785.7617
6,6,2013-06-14,8119.849
6,6,2013-06-21,7746.485
6,6,2013-06-28,6320.9634
6,6,2013-07-05,8897.474
6,6,2013-07-12,7111.016
6,6,2013-07-19,7141.977
6,6,2013-07-26,7309.5093
6,7,2012-11-02,33530.555
6,7,2012-11-09,39509.16
6,7,2012-11-16,40152.844
6,7,2012-11-23,96582.766
6,7,2012-11-30,85821.8
6,7,2012-12-07,76033.83
6,7,2012-12-14,128152.195
6,7,2012-12-21,183572.8
6,7,2012-12-28,65219.27
6,7,2013-01-04,22730.71
6,7,2013-01-11,23793.984
6,7,2013-01-18,22855.521
6,7,2013-01-25,22546.09
6,7,2013-02-01,31229.395
6,7,2013-02-08,30951.67
6,7,2013-02-15,30664.363
6,7,2013-02-22,30649.012
6,7,2013-03-01,30608.213
6,7,2013-03-08,30884.62
6,7,2013-03-15,34606.59
6,7,2013-03-22,34735.965
6,7,2013-03-29,35302.27
6,7,2013-04-05,36408.902
6,7,2013-04-12,35318.902
6,7,2013-04-19,34594.445
6,7,2013-04-26,34627.45
6,7,2013-05-03,38538.95
6,7,2013-05-10,38275.52
6,7,2013-05-17,37499.9
6,7,2013-05-24,39457.688
6,7,2013-05-31,39201.293
6,7,2013-06-07,40647.902
6,7,2013-06-14,41977.34
6,7,2013-06-21,39489.254
6,7,2013-06-28,39323.656
6,7,2013-07-05,43874.33
6,7,2013-07-12,37187.496
6,7,2013-07-19,36354.92
6,7,2013-07-26,35783.406
6,8,2012-11-02,46435.19
6,8,2012-11-09,46209.37
6,8,2012-11-16,45422.203
6,8,2012-11-23,52223.473
6,8,2012-11-30,54928.387
6,8,2012-12-07,50724.43
6,8,2012-12-14,53553.684
6,8,2012-12-21,60532.61
6,8,2012-12-28,44902.13
6,8,2013-01-04,45878.27
6,8,2013-01-11,46150.605
6,8,2013-01-18,43956.49
6,8,2013-01-25,43963.707
6,8,2013-02-01,48384.516
6,8,2013-02-08,47957.71
6,8,2013-02-15,46872.51
6,8,2013-02-22,46973.793
6,8,2013-03-01,47170.758
6,8,2013-03-08,48007.29
6,8,2013-03-15,46511.406
6,8,2013-03-22,47233.367
6,8,2013-03-29,48304.973
6,8,2013-04-05,48610.082
6,8,2013-04-12,47044.117
6,8,2013-04-19,45946.395
6,8,2013-04-26,45871.42
6,8,2013-05-03,49189.53
6,8,2013-05-10,48926.1
6,8,2013-05-17,48267.1
6,8,2013-05-24,50000.293
6,8,2013-05-31,50561.0
6,8,2013-06-07,51190.508
6,8,2013-06-14,52636.566
6,8,2013-06-21,50031.86
6,8,2013-06-28,50213.566
6,8,2013-07-05,54416.934
6,8,2013-07-12,48781.184
6,8,2013-07-19,48612.953
6,8,2013-07-26,48359.574
6,9,2012-11-02,42263.844
6,9,2012-11-09,43168.727
6,9,2012-11-16,41301.863
6,9,2012-11-23,44451.043
6,9,2012-11-30,46944.484
6,9,2012-12-07,44672.734
6,9,2012-12-14,46098.938
6,9,2012-12-21,55798.184
6,9,2012-12-28,39867.965
6,9,2013-01-04,28006.957
6,9,2013-01-11,29724.973
6,9,2013-01-18,27438.938
6,9,2013-01-25,29574.076
6,9,2013-02-01,35955.72
6,9,2013-02-08,35689.973
6,9,2013-02-15,34347.68
6,9,2013-02-22,34360.523
6,9,2013-03-01,34676.11
6,9,2013-03-08,35424.203
6,9,2013-03-15,41167.44
6,9,2013-03-22,41889.402
6,9,2013-03-29,46807.42
6,9,2013-04-05,44903.65
6,9,2013-04-12,43473.727
6,9,2013-04-19,42376.004
6,9,2013-04-26,42301.03
6,9,2013-05-03,45944.78
6,9,2013-05-10,45431.19
6,9,2013-05-17,44742.008
6,9,2013-05-24,46753.934
6,9,2013-05-31,47884.242
6,9,2013-06-07,47808.105
6,9,2013-06-14,49640.367
6,9,2013-06-21,46785.5
6,9,2013-06-28,47181.207
6,9,2013-07-05,51284.69
6,9,2013-07-12,45425.164
6,9,2013-07-19,45507.094
6,9,2013-07-26,45253.715
6,10,2012-11-02,41267.285
6,10,2012-11-09,41537.305
6,10,2012-11-16,39809.785
6,10,2012-11-23,42820.742
6,10,2012-11-30,43270.516
6,10,2012-12-07,43587.723
6,10,2012-12-14,44328.312
6,10,2012-12-21,52371.754
6,10,2012-12-28,38863.38
6,10,2013-01-04,35212.836
6,10,2013-01-11,35882.453
6,10,2013-01-18,33938.586
6,10,2013-01-25,34094.64
6,10,2013-02-01,41101.477
6,10,2013-02-08,40168.797
6,10,2013-02-15,39090.613
6,10,2013-02-22,38527.293
6,10,2013-03-01,39129.145
6,10,2013-03-08,39789.473
6,10,2013-03-15,39569.184
6,10,2013-03-22,39880.113
6,10,2013-03-29,41507.52
6,10,2013-04-05,43457.957
6,10,2013-04-12,41901.258
6,10,2013-04-19,40777.746
6,10,2013-04-26,40702.773
6,10,2013-05-03,42174.02
6,10,2013-05-10,41660.43
6,10,2013-05-17,41121.8
6,10,2013-05-24,42960.74
6,10,2013-05-31,43711.01
6,10,2013-06-07,43943.465
6,10,2013-06-14,45733.617
6,10,2013-06-21,42992.305
6,10,2013-06-28,43136.547
6,10,2013-07-05,47420.05
6,10,2013-07-12,41764.543
6,10,2013-07-19,41620.484
6,10,2013-07-26,41620.484
6,11,2012-11-02,24511.16
6,11,2012-11-09,24781.17
6,11,2012-11-16,23130.547
6,11,2012-11-23,27495.295
6,11,2012-11-30,26816.37
6,11,2012-12-07,26762.043
6,11,2012-12-14,28130.828
6,11,2012-12-21,33692.25
6,11,2012-12-28,24092.16
6,11,2013-01-04,21573.389
6,11,2013-01-11,22242.994
6,11,2013-01-18,20892.549
6,11,2013-01-25,20927.164
6,11,2013-02-01,25089.354
6,11,2013-02-08,24156.682
6,11,2013-02-15,23671.908
6,11,2013-02-22,22907.572
6,11,2013-03-01,23117.023
6,11,2013-03-08,23529.52
6,11,2013-03-15,22871.266
6,11,2013-03-22,23182.205
6,11,2013-03-29,23559.48
6,11,2013-04-05,26367.645
6,11,2013-04-12,24609.934
6,11,2013-04-19,24079.838
6,11,2013-04-26,23883.426
6,11,2013-05-03,25397.6
6,11,2013-05-10,24766.094
6,11,2013-05-17,25465.729
6,11,2013-05-24,28559.188
6,11,2013-05-31,28365.615
6,11,2013-06-07,29541.904
6,11,2013-06-14,28750.73
6,11,2013-06-21,28590.752
6,11,2013-06-28,28734.988
6,11,2013-07-05,30437.164
6,11,2013-07-12,27217.871
6,11,2013-07-19,27073.81
6,11,2013-07-26,24640.984
6,12,2012-11-02,8696.844
6,12,2012-11-09,9137.285
6,12,2012-11-16,7543.14
6,12,2012-11-23,8399.634
6,12,2012-11-30,7829.963
6,12,2012-12-07,9705.32
6,12,2012-12-14,8993.601
6,12,2012-12-21,13509.56
6,12,2012-12-28,7380.288
6,12,2013-01-04,9125.177
6,12,2013-01-11,10011.528
6,12,2013-01-18,8444.332
6,12,2013-01-25,8608.766
6,12,2013-02-01,11594.434
6,12,2013-02-08,11353.478
6,12,2013-02-15,10955.631
6,12,2013-02-22,10145.2705
6,12,2013-03-01,10205.114
6,12,2013-03-08,10767.217
6,12,2013-03-15,10022.037
6,12,2013-03-22,10332.977
6,12,2013-03-29,8391.012
6,12,2013-04-05,10909.865
6,12,2013-04-12,9301.764
6,12,2013-04-19,8771.665
6,12,2013-04-26,8575.251
6,12,2013-05-03,10117.579
6,12,2013-05-10,9635.68
6,12,2013-05-17,9097.05
6,12,2013-05-24,9058.334
6,12,2013-05-31,8858.751
6,12,2013-06-07,10041.052
6,12,2013-06-14,9249.876
6,12,2013-06-21,9089.898
6,12,2013-06-28,9286.911
6,12,2013-07-05,10936.307
6,12,2013-07-12,9296.0
6,12,2013-07-19,9151.942
6,12,2013-07-26,9151.942
6,13,2012-11-02,41770.266
6,13,2012-11-09,41436.137
6,13,2012-11-16,41872.58
6,13,2012-11-23,42428.523
6,13,2012-11-30,43021.598
6,13,2012-12-07,41371.68
6,13,2012-12-14,42132.266
6,13,2012-12-21,45231.684
6,13,2012-12-28,38888.777
6,13,2013-01-04,39848.39
6,13,2013-01-11,39812.43
6,13,2013-01-18,38916.14
6,13,2013-01-25,38782.906
6,13,2013-02-01,42300.434
6,13,2013-02-08,42198.816
6,13,2013-02-15,42340.664
6,13,2013-02-22,41730.844
6,13,2013-03-01,41209.87
6,13,2013-03-08,42092.43
6,13,2013-03-15,41467.637
6,13,2013-03-22,41778.566
6,13,2013-03-29,42181.082
6,13,2013-04-05,42488.97
6,13,2013-04-12,41252.895
6,13,2013-04-19,40722.79
6,13,2013-04-26,40690.395
6,13,2013-05-03,44781.94
6,13,2013-05-10,44230.18
6,13,2013-05-17,44133.445
6,13,2013-05-24,44237.152
6,13,2013-05-31,45428.402
6,13,2013-06-07,45028.957
6,13,2013-06-14,44470.875
6,13,2013-06-21,44408.066
6,13,2013-06-28,44456.957
6,13,2013-07-05,45924.207
6,13,2013-07-12,44712.08
6,13,2013-07-19,44858.46
6,13,2013-07-26,44858.46
6,14,2012-11-02,22220.266
6,14,2012-11-09,21976.322
6,14,2012-11-16,22449.457
6,14,2012-11-23,38603.48
6,14,2012-11-30,37386.5
6,14,2012-12-07,28136.658
6,14,2012-12-14,35027.7
6,14,2012-12-21,47344.066
6,14,2012-12-28,31347.627
6,14,2013-01-04,20137.463
6,14,2013-01-11,20633.988
6,14,2013-01-18,19828.756
6,14,2013-01-25,19356.299
6,14,2013-02-01,23749.654
6,14,2013-02-08,23648.041
6,14,2013-02-15,23070.502
6,14,2013-02-22,22234.756
6,14,2013-03-01,22433.162
6,14,2013-03-08,23541.652
6,14,2013-03-15,21871.223
6,14,2013-03-22,22408.092
6,14,2013-03-29,23379.436
6,14,2013-04-05,24782.096
6,14,2013-04-12,23142.764
6,14,2013-04-19,22386.738
6,14,2013-04-26,22354.344
6,14,2013-05-03,24767.479
6,14,2013-05-10,24531.846
6,14,2013-05-17,23715.717
6,14,2013-05-24,23139.602
6,14,2013-05-31,23684.154
6,14,2013-06-07,24334.658
6,14,2013-06-14,23373.324
6,14,2013-06-21,23310.512
6,14,2013-06-28,23785.803
6,14,2013-07-05,25229.918
6,14,2013-07-12,22484.506
6,14,2013-07-19,22630.889
6,14,2013-07-26,22630.889
6,16,2012-11-02,13575.436
6,16,2012-11-09,15818.22
6,16,2012-11-16,11992.661
6,16,2012-11-23,11468.902
6,16,2012-11-30,10628.942
6,16,2012-12-07,10772.798
6,16,2012-12-14,12245.543
6,16,2012-12-21,16106.204
6,16,2012-12-28,10196.76
6,16,2013-01-04,14049.607
6,16,2013-01-11,16317.275
6,16,2013-01-18,14092.859
6,16,2013-01-25,18336.062
6,16,2013-02-01,26466.08
6,16,2013-02-08,22333.95
6,16,2013-02-15,24221.148
6,16,2013-02-22,26196.945
6,16,2013-03-01,21588.457
6,16,2013-03-08,25615.668
6,16,2013-03-15,29350.867
6,16,2013-03-22,29887.736
6,16,2013-03-29,35539.785
6,16,2013-04-05,36973.55
6,16,2013-04-12,35268.355
6,16,2013-04-19,34512.324
6,16,2013-04-26,34479.93
6,16,2013-05-03,37728.914
6,16,2013-05-10,36366.965
6,16,2013-05-17,35484.98
6,16,2013-05-24,39886.78
6,16,2013-05-31,41687.566
6,16,2013-06-07,39159.3
6,16,2013-06-14,39573.527
6,16,2013-06-21,37660.83
6,16,2013-06-28,39211.934
6,16,2013-07-05,41023.96
6,16,2013-07-12,28768.209
6,16,2013-07-19,25882.469
6,16,2013-07-26,24518.246
6,17,2012-11-02,14535.3955
6,17,2012-11-09,14448.043
6,17,2012-11-16,15013.06
6,17,2012-11-23,20355.383
6,17,2012-11-30,20337.764
6,17,2012-12-07,17764.018
6,17,2012-12-14,19920.465
6,17,2012-12-21,25824.186
6,17,2012-12-28,15111.117
6,17,2013-01-04,13417.764
6,17,2013-01-11,12993.878
6,17,2013-01-18,12656.226
6,17,2013-01-25,12015.099
6,17,2013-02-01,14488.871
6,17,2013-02-08,15085.406
6,17,2013-02-15,14949.116
6,17,2013-02-22,13776.811
6,17,2013-03-01,14412.291
